UID,good-score,good,bad-score,bad,linguistics_term
1372,,شجر الزيتون المبارك,,شجرة الزيتون المبارك,IDAFAA-gender
1373,,شعاع الشمس الذهبي,,شعاع الشمس الذهبية,IDAFAA-gender
1374,,مكتبة المدرسة المرتبة,,مكتبة المدرسة المرتب,IDAFAA-gender
1375,,فناء الدار الواسع,,فناء الدار الواسعة,IDAFAA-gender
1376,,الدار فناؤها واسع,,الدار فناؤها واسعة,IDAFAA-gender
1377,,القصة كلماتها معبرة,,القصة كلماتها معبر,IDAFAA-gender
1378,,مناقشة الجاهل العقيمة,,مناقشة الجاهل العقيم,IDAFAA-gender
1379,,منافسة الأذكياء الممتعة,,منافسة الأذكياء الممتع,IDAFAA-gender
1380,,أثاث المنزل القديم,,أثاث المنزل القديمة,IDAFAA-gender
1381,,طعم العسل اللذيذ,,طعم العسل اللذيذة,IDAFAA-gender
1382,,حوار المتعلم الممتع,,حوار المتعلم الممتعة,IDAFAA-gender
1383,,شجر الزينة الجميل,,شجرة الزينة الجميل,IDAFAA-gender
1384,,الذهب بريقه شديد,,الذهب بريقه شديدة,IDAFAA-gender
1385,,قمر السماء المنير,,قمر السماء المنيرة,IDAFAA-gender
1386,,تجربة الحاسوب المفيدة,,تجربة الحاسوب المفيد,IDAFAA-gender
1387,,زهرة الحديقة العطرة,,زهرة الحديقة العطر,IDAFAA-gender
1388,,منظر الغروب الجميل,,منظر الغروب الجميلة,IDAFAA-gender
1389,,المكتبة كتبها مرتبة,,المكتبة كتبها مرتب,IDAFAA-gender
1390,,خفايا القلوب النقية,,خفايا القلوب النقي,IDAFAA-gender
1391,,الولد ثوبه جديد,,الولد ثوبه جديدة,IDAFAA-gender
1392,,الطبيبة معاملتها جيدة,,الطبيبة معاملتها جيد,IDAFAA-gender
1393,,طلب العلم الواجب,,طلب العلم الواجبة,IDAFAA-gender
1394,,دعوة المظلوم المستجابة,,دعوة المظلوم المستجاب,IDAFAA-gender
1395,,شفاء الصدور المريح,,شفاء الصدور المريحة,IDAFAA-gender
1396,,الجبال قمتها عالية,,الجبال قمتها عال,IDAFAA-gender
1397,,الماء طعمه سائغ,,الماء طعمه سائغة,IDAFAA-gender
1398,,مطر الشتاء الغزير,,مطر الشتاء الغزيرة,IDAFAA-gender
1399,,المظلومة دعوتها مستجابة,,المظلومة دعوتها مستجاب,IDAFAA-gender
1400,,رائحة الورد الشذية,,رائحة الورد الشذي,IDAFAA-gender
1401,,مناجاة الطبيعة الممتعة,,مناجاة الطبيعة الممتع,IDAFAA-gender
1402,,دوام الحال المستحيل,,دوام الحال المستحيلة,IDAFAA-gender
1403,,القلوب خفاياها سليمة,,القلوب خفاياها سليم,IDAFAA-gender
1404,,طلب الحاجة صعب,,طلب الحاجة صعبة,IDAFAA-gender
1405,,علاج النفس المشوق,,علاج النفس المشوقة,IDAFAA-gender
1406,,القناعة دوامها معجزة,,القناعة دوامها معجز,IDAFAA-gender
1407,,الابتسامات جمالها طبيعي,,الابتسامات جمالها طبيعية,IDAFAA-gender
1408,,مساعد المحتاج السعيد,,مساعد المحتاج السعيدة,IDAFAA-gender
1409,,باب حلب مفتوح,,باب حلب مفتوحة,IDAFAA-gender
1410,,مسألة الرياضيات الصعبة,,مسألة الرياضيات الصعب,IDAFAA-gender
1411,,قضية الفلسفة المعقدة,,قضية الفلسفة المعقد,IDAFAA-gender
1412,,حلب قلعتها شامخة,,حلب قلعتها شامخ,IDAFAA-gender
1413,,البحر لونه صافي,,البحر لونه صافية,IDAFAA-gender
1414,,صوت البلبل العذب,,صوت البلبل العذبة,IDAFAA-gender
1415,,الطواويس ألوانها زاهية ,,الطواويس ألوانها زاهي ,IDAFAA-gender
1416,,قوس قزح لونه جميل,,قوس قزح لونه جميلة,IDAFAA-gender
1417,,صبر الجمل الشديد,,صبر الجمل الشديدة,IDAFAA-gender
1418,,طعم العلقم الفظيع,,طعم العلقم الفظيعة,IDAFAA-gender
1419,,طلاء الأظافرالجميل,,طلاء الأظافر الجميلة,IDAFAA-gender
1420,,رائحة المطر الزكية,,رائحة المطر الزكي,IDAFAA-gender
1421,,شعار الوحدة الشامل,,شعار الوحدة الشاملة,IDAFAA-gender
1422,,علم القرآن البديع,,علم القرآن البديعة,IDAFAA-gender
1423,,قبة الصخرة المباركة,,قبة الصخرة المبارك,IDAFAA-gender
1424,,أداء التلميذ الرائع,,أداء التلميذ الرائعة,IDAFAA-gender
1425,,مجالسة الأخيار المفيدة,,مجالسة الأخيار المفيد,IDAFAA-gender
1426,,قضبان السكك الحديدية,,قضبان سكك الحديدية,IDAFAA-definiteness
1427,,أعمدة البناء العالية,,أعمدة بناء العالية,IDAFAA-definiteness
1428,,طالبا العلم النشيطان,,طالبا علم النشيطان,IDAFAA-definiteness
1429,,حاملو السلاح الشجعان,,حاملو سلاح الشجعان,IDAFAA-definiteness
1430,,قراءة العلم النافع,,قراءة علم النافع,IDAFAA-definiteness
1431,,عالم الذرة العبقري,,عالم ذرة العبقري,IDAFAA-definiteness
1432,,ضوء البرق السريع,,ضوء برق السريع,IDAFAA-definiteness
1433,,صوت الرعد القوي,,صوت رعد القوي,IDAFAA-definiteness
1434,,كيس المال المثقوب,,كيس مال المثقوب,IDAFAA-definiteness
1435,,أداء التلميذ الرائع,,أداء تلميذ الرائع,IDAFAA-definiteness
1436,,لون الزهر الجميل,,لون زهر الجميل,IDAFAA-definiteness
1437,,رائحة الورد الشذية,,رائحة ورد الشذية,IDAFAA-definiteness
1438,,نقاش الجاهل العقيم,,نقاش جاهل العقيم,IDAFAA-definiteness
1439,,ظل الشجرة الواسع,,ظل شجرة الواسع,IDAFAA-definiteness
1440,,ثمر الشجرة الناضج,,ثمر شجرة الناضج,IDAFAA-definiteness
1441,,طعم الفاكهة اللذيذ,,طعم فاكهة اللذيذ,IDAFAA-definiteness
1442,,عقد اللؤلؤ الباهظ,,عقد لؤلؤ الباهظ,IDAFAA-definiteness
1443,,جهاز التلفاز الحديث,,جهاز تلفاز الحديث,IDAFAA-definiteness
1444,,جلسة الأبرار المفيدة,,جلسة أبرار المفيدة,IDAFAA-definiteness
1445,,قراءة قصص مسلية,,قراءة قصص المسلية,IDAFAA-definiteness
1446,,موج بحر مرتفع,,موج بحر المرتفع,IDAFAA-definiteness
1447,,أصوات الأجراس العالية,,أصوات أجراس العالية,IDAFAA-definiteness
1448,,قنديل البحر الخطير,,قنديل بحر الخطير,IDAFAA-definiteness
1449,,طعم علقم فظيع,,طعم علقم الفظيع,IDAFAA-definiteness
1450,,كلام عامل صائب,,كلام عامل الصائب,IDAFAA-definiteness
1451,,أسواق الشام القديمة,,أسواق شام القديمة,IDAFAA-definiteness
1452,,جامع النبوي المقدس,,جامع النبوي مقدس,IDAFAA-definiteness
1453,,عاشق الهدوء الصامت,,عاشق هدوء الصامت,IDAFAA-definiteness
1454,,جبل الشيخ العالي,,جبل الشيخ عالي,IDAFAA-definiteness
1455,,بائع ورد شاطر,,بائع ورد الشاطر,IDAFAA-definiteness
1456,,صوت البلبل العذب,,صوت بلبل العذب,IDAFAA-definiteness
1457,,علاج الصداع الفعال,,علاج صداع الفعال,IDAFAA-definiteness
1458,,مهندسو المشروع البارعون,,مهندسو مشروع البارعون,IDAFAA-definiteness
1459,,طالبا العلم المهذبان,,طالبا علم المهذبان,IDAFAA-definiteness
1460,,علم القرآن البديع,,علم القرآن بديع,IDAFAA-definiteness
1461,,تجويد القرآن الضروري,,تجويد القرآن ضروري,IDAFAA-definiteness
1462,,ساحة الجامع الكبيرة,,ساحة جامع الكبيرة,IDAFAA-definiteness
1463,,قبة الصخرة المباركة,,قبة الصخرة مباركة,IDAFAA-definiteness
1464,,دعوة مظلوم مستجابة,,دعوة مظلوم المستجابة,IDAFAA-definiteness
1465,,صانع المعروف الواثق,,صانع معروف الواثق,IDAFAA-definiteness
1466,,مطر شتاء غزير,,مطر شتاء الغزير,IDAFAA-definiteness
1467,,قاضي عدل بارع,,قاضي عدل البارع,IDAFAA-definiteness
1468,,قطعة حلوى لذيذة,,قطعة حلوى اللذيذة,IDAFAA-definiteness
1469,,ساعة فرج قريبة,,ساعة فرج القريبة,IDAFAA-definiteness
1470,,وقت الغروب المبهر,,وقت غروب المبهر,IDAFAA-definiteness
1471,,قارئ القصة اللبيب,,قارئ قصة اللبيب,IDAFAA-definiteness
1472,,سماء الشتاء الداكنة,,سماء شتاء الداكنة,IDAFAA-definiteness
1473,,سرعة الفهد الخارقة,,سرعة فهد الخارقة,IDAFAA-definiteness
1474,,معدن الذهب النفيس,,معدن ذهب النفيس,IDAFAA-definiteness
1475,,غابة الأمازون الاستوائية,,غابة أمازون الاستوائية,IDAFAA-definiteness
1476,,بيت الدمى الجميل,,بيت دمى الجميل,IDAFAA-definiteness
1477,,نور القمر الساطع,,نور قمر الساطع,IDAFAA-definiteness
1478,,روضة الأطفال الممتعة,,روضة أطفال الممتعة,IDAFAA-definiteness
1479,,كتب المدرسة الجدد,,كتب مدرسة الجدد,IDAFAA-definiteness
1480,,شجر الحديقة المدهش,,شجر حديقة المدهش,IDAFAA-definiteness
1481,,أشواك الصبار القاسية,,أشواك صبار القاسية,IDAFAA-definiteness
1482,,قصة طفل قصيرة,,قصة طفل القصيرة,IDAFAA-definiteness
1483,,يتيم الأب المقهور,,يتيم أب المقهور,IDAFAA-definiteness
1484,,سطح المكتب الكبير,,سطح مكتب الكبير,IDAFAA-definiteness
1485,,فصل الربيع المزهر,,فصل ربيع المزهر,IDAFAA-definiteness
1486,,ساعي البريد الوسيم,,ساعي بريد الوسيم,IDAFAA-definiteness
1487,,حامي الديار الشجاع,,حامي ديار الشجاع,IDAFAA-definiteness
1488,,قلم الحبر الأزرق,,قلم حبر الأزرق,IDAFAA-definiteness
1489,,دفتر الذكريات الملون,,دفتر ذكريات الملون,IDAFAA-definiteness
1490,,الفتاة الممشوقة الجميلة,,الفتاة ممشوقة الجميلة,IDAFAA-definiteness
1491,,رياض الأطفال المهتمة,,رياض أطفال المهتمة,IDAFAA-definiteness
1492,,باب الحديد الكبير,,باب حديد الكبير,IDAFAA-definiteness
1493,,منظر الطبيعة البهيج,,منظر طبيعة البهيج,IDAFAA-definiteness
1494,,قاعة القلعة الواسعة,,قاعة قلعة الواسعة,IDAFAA-definiteness
1495,,معمل النسيج الكبير,,معمل نسيج الكبير,IDAFAA-definiteness
1496,,أسئلة الامتحان الصعبة,,أسئلة امتحان الصعبة,IDAFAA-definiteness
1497,,مسابقة التحدي المثيرة,,مسابقة تحدي المثيرة,IDAFAA-definiteness
1498,,زيارة مريض واجبة,,زيارة مريض الواجبة,IDAFAA-definiteness
1499,,غياب الطالب المتكرر,,غياب طالب المتكرر,IDAFAA-definiteness
1500,,لعبة شطرنج ممتعة,,لعبة شطرنج الممتعة,IDAFAA-definiteness
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
